DataYear,EnrollDistrictID,ResidentDistrictID,EnrollingDistrictNumber,EnrollingDistrictType,EnrollingDistrict,CountofOpenEnrolled,ResidentDistrictNumber,ResidentDistrictType,ResidentDistrict
09-10,0014-01-000,0911-01-000,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,2.0,0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST
09-10,0015-01-000,0011-01-000,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,2.0,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 
09-10,0015-01-000,0831-01-000,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,1.0,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT 
09-10,0015-01-000,0911-01-000,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,1.0,0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST
09-10,0016-01-000,0001-03-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,6.0,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    
09-10,0016-01-000,0011-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,137.0,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 
09-10,0016-01-000,0012-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,13.0,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  
09-10,0016-01-000,0013-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,9.0,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST
09-10,0016-01-000,0014-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,6.0,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     
09-10,0016-01-000,0015-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,3.0,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT 
09-10,0016-01-000,0270-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,1.0,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     
09-10,0016-01-000,0279-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,7.0,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       
09-10,0016-01-000,0281-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,2.0,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT 
09-10,0016-01-000,0282-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,1.0,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   
09-10,0016-01-000,0621-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,17.0,0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT 
09-10,0016-01-000,0624-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,2.0,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT    
09-10,0016-01-000,0728-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,1.0,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   
09-10,0016-01-000,0831-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,3.0,0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT 
09-10,0016-01-000,0911-01-000,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,2.0,0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST
09-10,0022-01-000,0023-01-000,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,126.0,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  
09-10,0022-01-000,0025-01-000,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,2.0,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  
09-10,0022-01-000,0309-01-000,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,6.0,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT 
09-10,0022-01-000,0432-01-000,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,1.0,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    
09-10,0022-01-000,0435-01-000,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,14.0,0435,01,WAUBUN PUBLIC SCHOOL DISTRICT      
09-10,0022-01-000,0548-01-000,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,32.0,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. 
09-10,0022-01-000,0549-01-000,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,12.0,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      
09-10,0022-01-000,2889-01-000,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,96.0,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT  
09-10,0023-01-000,0022-01-000,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,61.0,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  
09-10,0023-01-000,0206-01-000,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,1.0,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT  
09-10,0023-01-000,0309-01-000,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,2.0,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT 
09-10,0023-01-000,0548-01-000,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,11.0,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. 
09-10,0023-01-000,0549-01-000,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,26.0,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      
09-10,0023-01-000,0821-01-000,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,16.0,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT     
09-10,0025-01-000,0022-01-000,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,10.0,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  
09-10,0025-01-000,0309-01-000,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,5.0,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT 
09-10,0025-01-000,0435-01-000,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,1.0,0435,01,WAUBUN PUBLIC SCHOOL DISTRICT      
09-10,0031-01-000,0022-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,1.0,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  
09-10,0031-01-000,0032-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,29.0,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   
09-10,0031-01-000,0038-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,70.0,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    
09-10,0031-01-000,0113-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,4.0,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST
09-10,0031-01-000,0115-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,52.0,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      
09-10,0031-01-000,0162-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,12.0,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT      
09-10,0031-01-000,0277-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,1.0,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    
09-10,0031-01-000,0306-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,13.0,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     
09-10,0031-01-000,0309-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,4.0,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT 
09-10,0031-01-000,0564-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,1.0,0564,01,THIEF RIVER FALLS SCHOOL DISTRICT  
09-10,0031-01-000,0578-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,1.0,0578,01,PINE CITY PUBLIC SCHOOL DISTRICT   
09-10,0031-01-000,0682-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,2.0,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT      
09-10,0031-01-000,2174-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,1.0,2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT  
09-10,0031-01-000,2311-01-000,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,1.0,2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT 
09-10,0032-01-000,0031-01-000,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,22.0,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     
09-10,0032-01-000,0036-01-000,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,9.0,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    
09-10,0032-01-000,0038-01-000,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,3.0,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    
09-10,0032-01-000,0317-01-000,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,2.0,0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT  
09-10,0032-01-000,0318-01-000,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,24.0,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT
09-10,0036-01-000,0032-01-000,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,1.0,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   
09-10,0036-01-000,0038-01-000,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,30.0,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    
09-10,0047-01-000,0742-01-000,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT ,2.0,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT   
09-10,0051-01-000,0001-03-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,1.0,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    
09-10,0051-01-000,0047-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,32.0,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT 
09-10,0051-01-000,0200-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,1.0,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT    
09-10,0051-01-000,0477-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,12.0,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT   
09-10,0051-01-000,0482-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,2.0,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT
09-10,0051-01-000,0485-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,6.0,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    
09-10,0051-01-000,0726-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,2.0,0726,01,BECKER PUBLIC SCHOOL DISTRICT      
09-10,0051-01-000,0742-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,27.0,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT   
09-10,0051-01-000,0881-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,1.0,0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT  
09-10,0051-01-000,0912-01-000,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       ,59.0,0912,01,MILACA PUBLIC SCHOOL DISTRICT      
09-10,0075-01-000,0077-01-000,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,60.0,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     
09-10,0075-01-000,2071-01-000,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,10.0,2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL     
09-10,0075-01-000,2134-01-000,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,3.0,2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.  
09-10,0075-01-000,2135-01-000,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,19.0,2135,01,MAPLE RIVER SCHOOL DISTRICT        
09-10,0075-01-000,2835-01-000,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,99.0,2835,01,JANESVILLE-WALDORF-PEMBERTON       
09-10,0077-01-000,0075-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,62.0,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   
09-10,0077-01-000,0088-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,6.0,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     
09-10,0077-01-000,0391-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,22.0,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   
09-10,0077-01-000,0392-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,1.0,0392,01,LECENTER PUBLIC SCHOOL DISTRICT    
09-10,0077-01-000,0507-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,14.0,0507,01,NICOLLET PUBLIC SCHOOL DISTRICT    
09-10,0077-01-000,0508-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,53.0,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   
09-10,0077-01-000,0716-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,1.0,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT
09-10,0077-01-000,0719-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,1.0,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     
09-10,0077-01-000,0829-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,1.0,0829,01,WASECA PUBLIC SCHOOL DISTRICT      
09-10,0077-01-000,0837-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,7.0,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     
09-10,0077-01-000,2071-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,114.0,2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL     
09-10,0077-01-000,2135-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,25.0,2135,01,MAPLE RIVER SCHOOL DISTRICT        
09-10,0077-01-000,2143-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,16.0,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN      
09-10,0077-01-000,2397-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,3.0,2397,01,LESUEUR-HENDERSON SCHOOL DISTRICT  
09-10,0077-01-000,2752-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,1.0,2752,01,FAIRMONT AREA SCHOOL DISTRICT      
09-10,0077-01-000,2835-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,19.0,2835,01,JANESVILLE-WALDORF-PEMBERTON       
09-10,0077-01-000,2860-01-000,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,5.0,2860,01,BLUE EARTH AREA PUBLIC SCHOOL      
09-10,0081-01-000,0084-01-000,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,1.0,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  
09-10,0081-01-000,0085-01-000,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,2.0,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT 
09-10,0081-01-000,0173-01-000,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,14.0,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS       
09-10,0081-01-000,0836-01-000,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,5.0,0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT 
09-10,0081-01-000,2754-01-000,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,1.0,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     
09-10,0081-01-000,2884-01-000,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,3.0,2884,01,RED ROCK CENTRAL SCHOOL DISTRICT   
09-10,0084-01-000,0081-01-000,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,7.0,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     
09-10,0084-01-000,0085-01-000,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,6.0,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT 
09-10,0084-01-000,0088-01-000,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,6.0,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     
09-10,0084-01-000,0837-01-000,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,1.0,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     
09-10,0084-01-000,0840-01-000,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,3.0,0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT   
09-10,0084-01-000,2365-01-000,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,2.0,2365,01,G.F.W.                             
09-10,0084-01-000,2754-01-000,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,1.0,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     
09-10,0085-01-000,0081-01-000,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,26.0,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     
09-10,0085-01-000,0084-01-000,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,7.0,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  
09-10,0085-01-000,2754-01-000,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,9.0,2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT     
09-10,0085-01-000,2884-01-000,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,51.0,2884,01,RED ROCK CENTRAL SCHOOL DISTRICT   
09-10,0085-01-000,2897-01-000,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,1.0,2897,01,REDWOOD AREA SCHOOL DISTRICT       
09-10,0088-01-000,0077-01-000,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,2.0,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     
09-10,0088-01-000,0084-01-000,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,3.0,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  
09-10,0088-01-000,0507-01-000,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,2.0,0507,01,NICOLLET PUBLIC SCHOOL DISTRICT    
09-10,0088-01-000,0837-01-000,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,5.0,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     
09-10,0088-01-000,2071-01-000,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,3.0,2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL     
09-10,0088-01-000,2365-01-000,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,6.0,2365,01,G.F.W.                             
09-10,0091-01-000,0093-01-000,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,37.0,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     
09-10,0091-01-000,0094-01-000,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,5.0,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     
09-10,0091-01-000,0095-01-000,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,8.0,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     
09-10,0091-01-000,0097-01-000,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,54.0,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  
09-10,0091-01-000,0100-01-000,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,3.0,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   
09-10,0091-01-000,0577-01-000,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,7.0,0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT
09-10,0091-01-000,2580-01-000,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,1.0,2580,01,EAST CENTRAL SCHOOL DISTRICT       
09-10,0093-01-000,0091-01-000,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,6.0,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      
09-10,0093-01-000,0094-01-000,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,54.0,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     
09-10,0093-01-000,0099-01-000,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,6.0,0099,01,ESKO PUBLIC SCHOOL DISTRICT        
09-10,0093-01-000,0100-01-000,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,15.0,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   
09-10,0093-01-000,0241-01-000,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,1.0,0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT  
09-10,0093-01-000,0709-01-000,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,5.0,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      
09-10,0094-01-000,0004-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,2.0,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    
09-10,0094-01-000,0091-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,10.0,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      
09-10,0094-01-000,0093-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,157.0,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     
09-10,0094-01-000,0095-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,2.0,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     
09-10,0094-01-000,0097-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,1.0,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  
09-10,0094-01-000,0099-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,21.0,0099,01,ESKO PUBLIC SCHOOL DISTRICT        
09-10,0094-01-000,0100-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,27.0,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   
09-10,0094-01-000,0196-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,1.0,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN       
09-10,0094-01-000,0535-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,1.0,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   
09-10,0094-01-000,0698-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,1.0,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   
09-10,0094-01-000,0700-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,1.0,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  
09-10,0094-01-000,0704-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,28.0,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     
09-10,0094-01-000,0709-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,19.0,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      
09-10,0094-01-000,2142-01-000,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,59.0,2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT   
09-10,0095-01-000,0004-01-000,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,13.0,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    
09-10,0095-01-000,0091-01-000,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,6.0,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      
09-10,0095-01-000,0093-01-000,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,7.0,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     
09-10,0095-01-000,0094-01-000,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,1.0,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     
09-10,0095-01-000,0097-01-000,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,3.0,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  
09-10,0095-01-000,0482-01-000,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,1.0,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT
09-10,0095-01-000,0698-01-000,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,9.0,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT   
09-10,0097-01-000,0091-01-000,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,26.0,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      
09-10,0097-01-000,0093-01-000,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,2.0,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     
09-10,0097-01-000,0095-01-000,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,4.0,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     
09-10,0097-01-000,0100-01-000,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,5.0,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   
09-10,0097-01-000,0577-01-000,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,75.0,0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT
09-10,0097-01-000,2165-01-000,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,1.0,2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT 
09-10,0097-01-000,2580-01-000,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,33.0,2580,01,EAST CENTRAL SCHOOL DISTRICT       
09-10,0099-01-000,0091-01-000,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,3.0,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      
09-10,0099-01-000,0093-01-000,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,16.0,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     
09-10,0099-01-000,0094-01-000,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,98.0,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     
09-10,0099-01-000,0100-01-000,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,24.0,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   
09-10,0099-01-000,0700-01-000,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,2.0,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT  
09-10,0099-01-000,0704-01-000,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,60.0,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     
